Trade Id,Exchange,Exchange Trade ID,Client Account ID,Product Code,Date,Opening/Closing,Buy/Sell,Qty,Trade Price,Premium(paid or held),Contract ID,Contract Size,Contract Value,Premium Value,Premium Deadline,Product Type,Option Type,Broker Account,Strike Price,Currency,Last Action
202203070000002E,IFLL,IFLL_20220307_47734804,INTES2,SO3,20220307,Opening,Buy,1.0,98.0,Undef,2Y34_F_F_20230900,1000000.0,-995000.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000002D,IFLL,IFLL_20220307_47734797,INTES2,SO3,20220307,Opening,Sell,1.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000002B,IFLL,IFLL_20220307_47734783,INTES2,SO3,20220307,Opening,Sell,1.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000002A,IFLL,IFLL_20220307_47734790,INTES2,SO3,20220307,Opening,Sell,4.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,3980050.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000002C,IFLL,IFLL_20220307_47734833,INTES2,SO3,20220307,Opening,Buy,1.0,98.005,Undef,2Y34_F_F_20230900,1000000.0,-995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
2022030700000029,IFLL,IFLL_20220307_47734769,INTES2,SO3,20220307,Opening,Sell,1.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
2022030700000028,IFLL,IFLL_20220307_47734776,INTES2,SO3,20220307,Opening,Sell,4.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,3980050.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
2022030700000027,IFLL,IFLL_20220307_47734762,INTES2,SO3,20220307,Opening,Sell,8.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,7960100.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
2022030700000026,IFLL,IFLL_20220307_47734755,INTES2,SO3,20220307,Opening,Sell,2.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,1990025.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
2022030700000025,IFLL,IFLL_20220307_47734826,INTES2,SO3,20220307,Opening,Buy,1.0,98.005,Undef,2Y34_F_F_20230900,1000000.0,-995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
2022030700000024,IFLL,IFLL_20220307_47734819,INTES2,SO3,20220307,Opening,Buy,50.0,98.0,Undef,2Y34_F_F_20230900,1000000.0,-49750000.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
2022030700000023,IFLL,IFLL_20220307_47734791,INTES2,SO3,20220307,Opening,Sell,2.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,1990025.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
2022030700000022,IFLL,IFLL_20220307_47734805,INTES2,SO3,20220307,Opening,Buy,1.0,98.0,Undef,2Y34_F_F_20230900,1000000.0,-995000.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
2022030700000021,IFLL,IFLL_20220307_47734798,INTES2,SO3,20220307,Opening,Sell,1.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
2022030700000020,IFLL,IFLL_20220307_47734812,INTES2,SO3,20220307,Opening,Buy,86.0,98.0,Undef,2Y34_F_F_20230900,1000000.0,-85570000.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000001Z,IFLL,IFLL_20220307_47734784,INTES2,SO3,20220307,Opening,Sell,1.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000001Y,IFLL,IFLL_20220307_47734777,INTES2,SO3,20220307,Opening,Sell,2.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,1990025.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000001X,IFLL,IFLL_20220307_47734770,INTES2,SO3,20220307,Opening,Sell,2.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,1990025.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000001W,IFLL,IFLL_20220307_47734763,INTES2,SO3,20220307,Opening,Sell,1.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000001V,IFLL,IFLL_20220307_47734756,INTES2,SO3,20220307,Opening,Sell,43.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,42785537.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000001U,IFLL,IFLL_20220307_47734841,INTES2,SO3,20220307,Opening,Buy,2.0,98.0,Undef,2Y34_F_F_20230900,1000000.0,-1990000.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000001T,IFLL,IFLL_20220307_47734834,INTES2,SO3,20220307,Opening,Buy,1.0,98.005,Undef,2Y34_F_F_20230900,1000000.0,-995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000001S,IFLL,IFLL_20220307_47734827,INTES2,SO3,20220307,Opening,Buy,1.0,98.005,Undef,2Y34_F_F_20230900,1000000.0,-995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000001P,IFLL,IFLL_20220307_47734799,INTES2,SO3,20220307,Opening,Sell,1.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000001R,IFLL,IFLL_20220307_47734820,INTES2,SO3,20220307,Opening,Buy,4.0,98.005,Undef,2Y34_F_F_20230900,1000000.0,-3980050.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000001Q,IFLL,IFLL_20220307_47734813,INTES2,SO3,20220307,Opening,Buy,1.0,98.0,Undef,2Y34_F_F_20230900,1000000.0,-995000.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000001N,IFLL,IFLL_20220307_47734785,INTES2,SO3,20220307,Opening,Sell,5.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,4975062.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000001O,IFLL,IFLL_20220307_47734806,INTES2,SO3,20220307,Opening,Buy,1.0,98.0,Undef,2Y34_F_F_20230900,1000000.0,-995000.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000001M,IFLL,IFLL_20220307_47734792,INTES2,SO3,20220307,Opening,Sell,1.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000001L,IFLL,IFLL_20220307_47734778,INTES2,SO3,20220307,Opening,Sell,2.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,1990025.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000001K,IFLL,IFLL_20220307_47734771,INTES2,SO3,20220307,Opening,Sell,2.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,1990025.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000001J,IFLL,IFLL_20220307_47734764,INTES2,SO3,20220307,Opening,Sell,1.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000001I,IFLL,IFLL_20220307_47734757,INTES2,SO3,20220307,Opening,Sell,1.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000001H,IFLL,IFLL_20220307_47734829,INTES2,SO3,20220307,Opening,Buy,1.0,98.005,Undef,2Y34_F_F_20230900,1000000.0,-995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000001G,IFLL,IFLL_20220307_47734822,INTES2,SO3,20220307,Opening,Buy,4.0,98.005,Undef,2Y34_F_F_20230900,1000000.0,-3980050.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000001F,IFLL,IFLL_20220307_47734843,INTES2,SO3,20220307,Opening,Buy,1.0,98.005,Undef,2Y34_F_F_20230900,1000000.0,-995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000001E,IFLL,IFLL_20220307_47734836,INTES2,SO3,20220307,Opening,Buy,4.0,98.005,Undef,2Y34_F_F_20230900,1000000.0,-3980050.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000001D,IFLL,IFLL_20220307_47734815,INTES2,SO3,20220307,Opening,Buy,1.0,98.0,Undef,2Y34_F_F_20230900,1000000.0,-995000.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000001C,IFLL,IFLL_20220307_47734808,INTES2,SO3,20220307,Opening,Buy,8.0,98.0,Undef,2Y34_F_F_20230900,1000000.0,-7960000.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000001B,IFLL,IFLL_20220307_47734801,INTES2,SO3,20220307,Opening,Buy,1.0,98.005,Undef,2Y34_F_F_20230900,1000000.0,-995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000001A,IFLL,IFLL_20220307_47734794,INTES2,SO3,20220307,Opening,Sell,1.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
2022030700000019,IFLL,IFLL_20220307_47734787,INTES2,SO3,20220307,Opening,Sell,1.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
2022030700000018,IFLL,IFLL_20220307_47734780,INTES2,SO3,20220307,Opening,Sell,1.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
2022030700000017,IFLL,IFLL_20220307_47734773,INTES2,SO3,20220307,Opening,Sell,50.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,49750625.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
2022030700000016,IFLL,IFLL_20220307_47734759,INTES2,SO3,20220307,Opening,Sell,1.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
2022030700000015,IFLL,IFLL_20220307_47734766,INTES2,SO3,20220307,Opening,Sell,86.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,85571075.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
2022030700000014,IFLL,IFLL_20220307_47734844,INTES2,SO3,20220307,Opening,Buy,1.0,98.005,Undef,2Y34_F_F_20230900,1000000.0,-995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
2022030700000013,IFLL,IFLL_20220307_47734830,INTES2,SO3,20220307,Opening,Buy,1.0,98.005,Undef,2Y34_F_F_20230900,1000000.0,-995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
2022030700000012,IFLL,IFLL_20220307_47734837,INTES2,SO3,20220307,Opening,Buy,2.0,98.005,Undef,2Y34_F_F_20230900,1000000.0,-1990025.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
2022030700000011,IFLL,IFLL_20220307_47734816,INTES2,SO3,20220307,Opening,Buy,2.0,98.0,Undef,2Y34_F_F_20230900,1000000.0,-1990000.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
2022030700000010,IFLL,IFLL_20220307_47734823,INTES2,SO3,20220307,Opening,Buy,2.0,98.005,Undef,2Y34_F_F_20230900,1000000.0,-1990025.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000000Z,IFLL,IFLL_20220307_47734795,INTES2,SO3,20220307,Opening,Sell,2.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,1990025.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000000Y,IFLL,IFLL_20220307_47734809,INTES2,SO3,20220307,Opening,Buy,1.0,98.0,Undef,2Y34_F_F_20230900,1000000.0,-995000.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000000X,IFLL,IFLL_20220307_47734802,INTES2,SO3,20220307,Opening,Buy,43.0,98.0,Undef,2Y34_F_F_20230900,1000000.0,-42785000.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000000W,IFLL,IFLL_20220307_47734788,INTES2,SO3,20220307,Opening,Sell,1.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000000V,IFLL,IFLL_20220307_47734781,INTES2,SO3,20220307,Opening,Sell,1.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000000U,IFLL,IFLL_20220307_47734774,INTES2,SO3,20220307,Opening,Sell,4.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,3980050.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000000T,IFLL,IFLL_20220307_47734767,INTES2,SO3,20220307,Opening,Sell,1.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000000S,IFLL,IFLL_20220307_47734760,INTES2,SO3,20220307,Opening,Sell,1.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000000R,IFLL,IFLL_20220307_47734845,INTES2,SO3,20220307,Opening,Buy,2.0,98.0,Undef,2Y34_F_F_20230900,1000000.0,-1990000.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000000Q,IFLL,IFLL_20220307_47734838,INTES2,SO3,20220307,Opening,Buy,1.0,98.005,Undef,2Y34_F_F_20230900,1000000.0,-995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000000P,IFLL,IFLL_20220307_47734831,INTES2,SO3,20220307,Opening,Buy,5.0,98.005,Undef,2Y34_F_F_20230900,1000000.0,-4975062.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000000O,IFLL,IFLL_20220307_47734824,INTES2,SO3,20220307,Opening,Buy,2.0,98.005,Undef,2Y34_F_F_20230900,1000000.0,-1990025.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000000N,IFLL,IFLL_20220307_47734817,INTES2,SO3,20220307,Opening,Buy,2.0,98.0,Undef,2Y34_F_F_20230900,1000000.0,-1990000.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000000M,IFLL,IFLL_20220307_47734803,INTES2,SO3,20220307,Opening,Buy,1.0,98.0,Undef,2Y34_F_F_20230900,1000000.0,-995000.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000000J,IFLL,IFLL_20220307_47734789,INTES2,SO3,20220307,Opening,Sell,1.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000000D,IFLL,IFLL_20220307_47734842,INTES2,SO3,20220307,Opening,Buy,1.0,98.005,Undef,2Y34_F_F_20230900,1000000.0,-995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
202203070000000C,IFLL,IFLL_20220307_47734835,INTES2,SO3,20220307,Opening,Buy,1.0,98.005,Undef,2Y34_F_F_20230900,1000000.0,-995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
2022030700000007,IFLL,IFLL_20220307_47734800,INTES2,SO3,20220307,Opening,Buy,1.0,98.0,Undef,2Y34_F_F_20230900,1000000.0,-995000.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
2022030700000004,IFLL,IFLL_20220307_47734779,INTES2,SO3,20220307,Opening,Sell,2.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,1990025.0,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
2022030700000003,IFLL,IFLL_20220307_47734758,INTES2,SO3,20220307,Opening,Sell,1.0,98.005,Undef,2Y34_F_F_20230600,1000000.0,995012.5,0.0,19000101,Future,Undef,BICEU02,0.0,GBP,Insert
2021120600000001,EURX,EURX_20211206_46241426,INTES1,EDCX,20211206,Opening,Buy,50.0,37.95,Paid,N251_O_C_20221200_0_48.0,100.0,0.0,0.0,20211206,Option,Call,BDB02,48.0,EUR,Insert
20220330000000CI,CME,20220330000000CI,INTRAC,ES,20220330,0,Buy,234.0,12.0,Paid,2711_O_C_20221200_0_1800.0,50.0,0.0,-140400.0,20220330,Option,Call,INTRAB1,1800.0,USD,Insert
20220330000000CH,CME,20220330000000CH,BH0001,ES,20220330,0,Buy,1220.0,125.0,Undef,2711_F_F_20221200,50.0,-7625000.0,0.0,19000101,Future,Undef,BHBR02,0.0,USD,Amend
20220330000000CG,CME,20220330000000CG,INTRAC,ES,20220330,0,Buy,100.0,30.0,Paid,2711_O_C_20221200_0_1800.0,50.0,0.0,-150000.0,20220330,Option,Call,INTRAB1,1800.0,USD,Book
20220330000000C0,CME,20220330000000C0,INTRAC,ES,20220330,0,Buy,100.0,30.0,Paid,2711_O_C_20221200_0_1800.0,50.0,0.0,-150000.0,20220330,Option,Call,INTRAB,1800.0,USD,Unbook
20220330000000CF,EURX,20220330000000CF,INTRAC,FGBL,20220330,0,Buy,33.0,130.0,Undef,3774_F_F_20221200,100000.0,-4290000.0,0.0,19000101,Future,Undef,INTRAB,0.0,EUR,Insert
20220330000000CC,HKFE,20220330000000CC,NIBCL2,HSI,20220330,0,Sell,150.0,21564.0,Undef,4020_F_F_20230300,50.0,161730000.0,0.0,19000101,Future,Undef,INDIABR,0.0,HKD,Insert
20220330000000C7,EURX,20220330000000C7,NIBEUC2,EBMF,20220330,0,Buy,65.0,90.0,Undef,M242_F_F_20220500,100.0,-585000.0,0.0,19000101,Future,Undef,NIBEUB1,0.0,EUR,Transfer
20220330000000C5,EURX,20220330000000C5,NIBEUC2,EBMF,20220330,0,Sell,150.0,80.0,Undef,M242_F_F_20220500,100.0,1200000.0,0.0,19000101,Future,Undef,NIBEUB1,0.0,EUR,Transfer
20220330000000C4,EURX,20220330000000C4,NIBEUC2,EBMF,20220330,0,Sell,100.0,80.0,Undef,M242_F_F_20220500,100.0,800000.0,0.0,19000101,Future,Undef,NIBEUB1,0.0,EUR,Transfer
202203300000004E,EURX,202203300000004E,NIBEUC2,FGBL,20220330,0,Buy,1.0,150.0,Undef,3774_F_F_20220900,100000.0,-150000.0,0.0,19000101,Future,Undef,NIBEUB1,0.0,EUR,Transfer
202203300000001U,EURX,202203300000001U,NIBEUC2,FGBL,20220330,0,Sell,5.0,150.0,Undef,3774_F_F_20220900,100000.0,750000.0,0.0,19000101,Future,Undef,NIBEUB1,0.0,EUR,Transfer
2022033000000093,EURX,2022033000000093,NIBEUC2,FRE7,20220330,0,Buy,15.0,10.0,Paid,SB87_O_P_20221216_0_36.0,100.0,0.0,-15000.0,20220330,Option,Put,NIBEUB1,36.0,EUR,Transfer
20220330000000CB,EURX,20220330000000CB,NIBEUC2,FGBL,20220330,0,Buy,44.0,23.0,Held,3774_O_C_20220700_0_150.0,100000.0,-1012000.0,-1012000.0,20220330,Option,Call,NIBEUB1,150.0,EUR,Book
20220330000000C9,HKFE,20220330000000C9,NIBCL2,HSI,20220330,0,Buy,400.0,25000.0,Undef,4020_F_F_20230300,50.0,-500000000.0,0.0,19000101,Future,Undef,INDIABR,0.0,HKD,Insert
20220330000000C6,HKFE,20220330000000C6,NIBCL2,HSI,20220330,0,Sell,500.0,21564.0,Undef,4020_F_F_20230300,50.0,539100000.0,0.0,19000101,Future,Undef,INDIABR,0.0,HKD,Amend
2022033000000009,EURX,2022033000000009,NIBCL1,VOWG,20220330,0,Sell,2.0,225.0,Undef,UA81_F_F_20220500,100.0,45000.0,0.0,19000101,Future,Undef,INDIABR,0.0,EUR,Amend
20220330000000C2,EURX,20220330000000C2,NIBCL1,EBMF,20220330,0,Buy,12.0,72.0,Undef,M242_F_F_20220500,100.0,-86400.0,0.0,19000101,Future,Undef,INDIABR,0.0,EUR,Amend
20220330000000C8,EURX,20220330000000C8,NIBEUC1,EBMF,20220330,0,Buy,50.0,75.0,Undef,M242_F_F_20220600,100.0,-375000.0,0.0,19000101,Future,Undef,NIBEUB1,0.0,EUR,Insert
20220330000000C1,CME,20220330000000C1,INTRAC,ES,20220330,0,Sell,50.0,130.0,Undef,2711_F_F_20221200,50.0,325000.0,0.0,19000101,Future,Undef,INTRAB,0.0,USD,P+S
20220330000000BY,CME,20220330000000BY,INTRAC,ES,20220330,0,Buy,0.0,125.0,Undef,2711_F_F_20221200,50.0,0.0,0.0,19000101,Future,Undef,INTRAB,0.0,USD,P+S
20220330000000BZ,CME,20220330000000BZ,INTRAC,ES,20220330,0,Sell,0.0,12.0,Paid,2711_O_C_20221200_0_1800.0,50.0,0.0,0.0,20220330,Option,Call,INTRAB,1800.0,USD,P+S
20220330000000BX,CME,20220330000000BX,ASHISH,ES,20220330,0,Buy,20001.0,130.0,Undef,2711_F_F_20221200,50.0,-130006500.0,0.0,19000101,Future,Undef,INDIABR,0.0,USD,Amend
20220330000000BR,IFEU,20220330000000BR,DLS002,LCO,20220330,0,Buy,1.0,143.2,Undef,0952_F_F_20220300,1000.0,-143200.0,0.0,19000101,Future,Undef,CANADABR,0.0,USD,Insert
20220330000000BP,CBT,CBT_20220330_202203300007,PAMCACC1,TY1,20220330,Opening,Buy,155.0,0.27,Paid,VB64_O_C_20221200_0_117.0,100000.0,0.0,-41850.0,20220330,Option,Call,PAMBRO1,117.0,USD,Insert
20220330000000BO,CBT,CBT_20220330_202203300008,PAMCACC1,TY1,20220330,Opening,Buy,143.0,0.14,Paid,VB64_O_C_20221200_0_117.0,100000.0,0.0,-20020.0,20220330,Option,Call,PAMBRO1,117.0,USD,Insert
20220330000000BM,CBT,CBT_20220330_202203300003,PAMCACC1,TY1,20220330,Opening,Buy,155.0,0.265625,Paid,VB64_O_C_20221200_0_117.0,100000.0,0.0,-41172.65,20220330,Option,Call,PAMBRO1,117.0,USD,Amend
20220330000000BN,CBT,CBT_20220330_202203300004,PAMCACC1,TY1,20220330,Opening,Buy,143.0,0.14,Paid,VB64_O_C_20221200_0_117.0,100000.0,0.0,-20020.0,20220330,Option,Call,PAMBRO1,117.0,USD,Insert
202203300000008H,SGX,202203300000008H,PAMCSGA1,SCWF,20220330,0,Buy,23.0,31921.0,Undef,0J04_F_F_20221000,1.0,-734183.0,0.0,19000101,Future,Undef,PAMBSGA1,0.0,USD,Amend
20220330000000B7,IFLL,20220330000000B7,DJAEC1,LST,20220330,0,Buy,2.0,3.0,Undef,0151_F_F_20220300,500000.0,-757500.0,0.0,19000101,Future,Undef,DJAB01,0.0,GBP,Amend
20220330000000BD,IFLL,20220330000000BD,DJEOMNI,LST,20220330,0,Buy,2.0,3.0,Undef,0151_F_F_20220300,500000.0,-757500.0,0.0,19000101,Future,Undef,DJEB01,0.0,GBP,Amend
20220330000000B9,IFLL,20220330000000B9,DJEOMNI,LST,20220330,0,Buy,2.0,3.0,Undef,0151_F_F_20220300,500000.0,-757500.0,0.0,19000101,Future,Undef,DJEB01,0.0,GBP,UnlinkAndDelete
20220330000000B8,IFLL,20220330000000B8,DJEOMNI,LST,20220330,0,Buy,2.0,3.0,Undef,0151_F_F_20220300,500000.0,-757500.0,0.0,19000101,Future,Undef,DJEB01,0.0,GBP,UnlinkAndDelete
202203300000008W,CME,202203300000008W,HSE1,CBRP,20220330,0,Sell,0.0,132.0,Undef,2721_F_F_20220500,62500.0,0.0,0.0,19000101,Future,Undef,CMEHSE,0.0,USD,Deliver
20220330000000B3,CME,20220330000000B3,RLACC8,ED1,20220330,0,Buy,100.0,0.3,Paid,2700_O_C_20240600_0_95.0,1000000.0,0.0,500.0,20220330,Option,Call,RLCLEAR1,95.0,USD,Insert
20220330000000AY,FX,20220330000000AY,RLACC2,USDGBP,20220330,0,Buy,1000.0,800.0,Undef,USDGBP_FX_FX_20220401,1.0,-800000.0,0.0,19000101,FX,Undef,RLCLEAR1,0.0,GBP,Insert
20220330000000AW,EURX,20220330000000AW,PAMCACC1,AAPX,20220330,0,Buy,57.0,0.01,Paid,5A93_O_C_20221200_0_140.0,100.0,0.0,-57.0,20220330,Option,Call,PAMBRO1,140.0,EUR,ReverseRecap
20220330000000AV,IDEX,20220330000000AV,BH0001,IDBQ,20220330,0,Buy,10.0,260.0,Undef,PD75_F_F_20230300,24.0,-62400.0,0.0,19000101,Future,Undef,BHBR01,0.0,EUR,Insert
20220330000000AU,IFLL,20220330000000AU,CLIENT2,LST,20220330,0,Buy,90.0,95.0,Undef,0151_F_F_20220300,500000.0,-44437500.0,0.0,19000101,Future,Undef,BROKER,0.0,GBP,Exercise
20220330000000AO,IFLL,20220330000000AO,CLIENT2,LST,20220330,0,Buy,0.0,0.5,Held,0151_O_C_20220300_0_95.0,500000.0,0.0,0.0,20220330,Option,Call,BROKER,95.0,GBP,Exercise
20220330000000AS,CME,20220330000000AS,RLACC8,ED1,20220330,0,Buy,100.0,98.5,Undef,2700_F_F_20270300,1000000.0,-99625000.0,0.0,19000101,Future,Undef,RLCLEAR1,0.0,USD,Insert
20220330000000AR,CME,20220330000000AR,RLACC8,ED1,20220330,0,Buy,100.0,99.0,Undef,2700_F_F_20270300,1000000.0,-99750000.0,0.0,19000101,Future,Undef,RLCLEAR1,0.0,USD,Insert
20220330000000AQ,CME,20220330000000AQ,RLACC8,ED1,20220330,0,Buy,100.0,98.0,Undef,2700_F_F_20270300,1000000.0,-99500000.0,0.0,19000101,Future,Undef,RLCLEAR1,0.0,USD,Insert
20220330000000AN,IFLL,20220330000000AN,CLIENT2,LST,20220330,0,Sell,0.0,0.4,Held,0151_O_C_20220300_0_95.0,500000.0,0.0,0.0,20220330,Option,Call,BROKER,95.0,GBP,P+S
20220330000000AM,EURX,20220330000000AM,CLIENT2,OESX,20220330,0,Sell,0.0,40.0,Paid,7554_O_C_20220400_0_1000.0,10.0,0.0,0.0,20220330,Option,Call,BROKER,1000.0,EUR,P+S
20220330000000AJ,EURX,20220330000000AJ,CLIENT2,OESX,20220330,0,Buy,90.0,50.0,Paid,7554_O_C_20220400_0_1000.0,10.0,0.0,-45000.0,20220330,Option,Call,BROKER,1000.0,EUR,P+S
20220330000000AK,FX,20220330000000AK,CLI1,USDGBP,20220330,0,Buy,100000.0,15200.0,Undef,USDGBP_FX_FX_20220401,1.0,-1520000000.0,0.0,19000101,FX,Undef,CANADABR,0.0,GBP,Insert
20220330000000AD,CME,20220330000000AD,RLACC1,ED1,20220330,0,Buy,100.0,99.0,Undef,2700_F_F_20230900,1000000.0,-99750000.0,0.0,19000101,Future,Undef,RLCLEAR1,0.0,USD,Insert
20220330000000A2,CME,20220330000000A2,RLACC1,ED1,20220330,0,Buy,200.0,99.0,Undef,2700_F_F_20290300,1000000.0,-199500000.0,0.0,19000101,Future,Undef,BR3,0.0,USD,Insert
20220330000000A0,EURX,20220330000000A0,DJEC01,FGBL,20220330,0,Buy,12.0,123.0,Undef,3774_F_F_20221200,100000.0,-1476000.0,0.0,19000101,Future,Undef,DJEB01,0.0,EUR,Insert
